用户ID (User ID),时间 (Time),在线频率,用户行为 (User behaviour),互动次数,小时,活跃次数
U48420,2024-07-15,124,4,20,18,63
U48420,2024-07-15,124,4,20,19,35
U48420,2024-07-15,124,4,20,20,38
U48420,2024-07-15,124,4,20,21,30
U48420,2024-07-15,124,4,20,22,44
U48420,2024-07-15,124,4,20,23,51
U48420,2024-07-16,44,1,349,0,18
U48420,2024-07-16,44,1,349,1,6
U48420,2024-07-16,44,1,349,2,43
U48420,2024-07-16,44,1,349,3,27
U48420,2024-07-16,44,1,349,4,31
U48420,2024-07-16,44,1,349,5,18
U48420,2024-07-16,44,1,349,6,10
U48420,2024-07-16,44,1,349,8,17
U48420,2024-07-16,44,1,349,11,17
U48420,2024-07-16,44,1,349,12,8
U48420,2024-07-16,44,1,349,13,15
U48420,2024-07-16,44,1,349,14,26
U48420,2024-07-16,44,1,349,15,42
U48420,2024-07-16,44,1,349,16,55
U48420,2024-07-16,44,1,349,17,41
U48420,2024-07-16,44,1,349,18,63
U48420,2024-07-16,44,1,349,19,35
U48420,2024-07-16,44,1,349,20,38
U48420,2024-07-16,44,1,349,21,30
U48420,2024-07-16,44,1,349,22,44
U48420,2024-07-16,44,1,349,23,51
U48420,2024-07-16,44,2,184,0,18
U48420,2024-07-16,44,2,184,1,6
U48420,2024-07-16,44,2,184,2,43
U48420,2024-07-16,44,2,184,3,27
U48420,2024-07-16,44,2,184,4,31
U48420,2024-07-16,44,2,184,5,18
U48420,2024-07-16,44,2,184,6,10
U48420,2024-07-16,44,2,184,8,17
U48420,2024-07-16,44,2,184,11,17
U48420,2024-07-16,44,2,184,12,8
U48420,2024-07-16,44,2,184,13,15
U48420,2024-07-16,44,2,184,14,26
U48420,2024-07-16,44,2,184,15,42
U48420,2024-07-16,44,2,184,16,55
U48420,2024-07-16,44,2,184,17,41
U48420,2024-07-16,44,2,184,18,63
U48420,2024-07-16,44,2,184,19,35
U48420,2024-07-16,44,2,184,20,38
U48420,2024-07-16,44,2,184,21,30
U48420,2024-07-16,44,2,184,22,44
U48420,2024-07-16,44,2,184,23,51
U48420,2024-07-16,44,3,82,0,18
U48420,2024-07-16,44,3,82,1,6
U48420,2024-07-16,44,3,82,2,43
U48420,2024-07-16,44,3,82,3,27
U48420,2024-07-16,44,3,82,4,31
U48420,2024-07-16,44,3,82,5,18
U48420,2024-07-16,44,3,82,6,10
U48420,2024-07-16,44,3,82,8,17
U48420,2024-07-16,44,3,82,11,17
U48420,2024-07-16,44,3,82,12,8
U48420,2024-07-16,44,3,82,13,15
U48420,2024-07-16,44,3,82,14,26
U48420,2024-07-16,44,3,82,15,42
U48420,2024-07-16,44,3,82,16,55
U48420,2024-07-16,44,3,82,17,41
U48420,2024-07-16,44,3,82,18,63
U48420,2024-07-16,44,3,82,19,35
U48420,2024-07-16,44,3,82,20,38
U48420,2024-07-16,44,3,82,21,30
U48420,2024-07-16,44,3,82,22,44
U48420,2024-07-16,44,3,82,23,51
U48420,2024-07-16,44,4,20,0,18
U48420,2024-07-16,44,4,20,1,6
U48420,2024-07-16,44,4,20,2,43
U48420,2024-07-16,44,4,20,3,27
U48420,2024-07-16,44,4,20,4,31
U48420,2024-07-16,44,4,20,5,18
U48420,2024-07-16,44,4,20,6,10
U48420,2024-07-16,44,4,20,8,17
U48420,2024-07-16,44,4,20,11,17
U48420,2024-07-16,44,4,20,12,8
U48420,2024-07-16,44,4,20,13,15
U48420,2024-07-16,44,4,20,14,26
U48420,2024-07-16,44,4,20,15,42
U48420,2024-07-16,44,4,20,16,55
U48420,2024-07-16,44,4,20,17,41
U48420,2024-07-16,44,4,20,18,63
U48420,2024-07-16,44,4,20,19,35
U48420,2024-07-16,44,4,20,20,38
U48420,2024-07-16,44,4,20,21,30
U48420,2024-07-16,44,4,20,22,44
U48420,2024-07-16,44,4,20,23,51
U48420,2024-07-17,79,1,349,0,18
U48420,2024-07-17,79,1,349,1,6
U48420,2024-07-17,79,1,349,2,43
U48420,2024-07-17,79,1,349,3,27
U48420,2024-07-17,79,1,349,4,31
U48420,2024-07-17,79,1,349,5,18
U48420,2024-07-17,79,1,349,6,10
U48420,2024-07-17,79,1,349,8,17
U48420,2024-07-17,79,1,349,11,17
U48420,2024-07-17,79,1,349,12,8
U48420,2024-07-17,79,1,349,13,15
U48420,2024-07-17,79,1,349,14,26
U48420,2024-07-17,79,1,349,15,42
U48420,2024-07-17,79,1,349,16,55
U48420,2024-07-17,79,1,349,17,41
U48420,2024-07-17,79,1,349,18,63
U48420,2024-07-17,79,1,349,19,35
U48420,2024-07-17,79,1,349,20,38
U48420,2024-07-17,79,1,349,21,30
U48420,2024-07-17,79,1,349,22,44
U48420,2024-07-17,79,1,349,23,51
U48420,2024-07-17,79,2,184,0,18
U48420,2024-07-17,79,2,184,1,6
U48420,2024-07-17,79,2,184,2,43
U48420,2024-07-17,79,2,184,3,27
U48420,2024-07-17,79,2,184,4,31
U48420,2024-07-17,79,2,184,5,18
U48420,2024-07-17,79,2,184,6,10
U48420,2024-07-17,79,2,184,8,17
U48420,2024-07-17,79,2,184,11,17
U48420,2024-07-17,79,2,184,12,8
U48420,2024-07-17,79,2,184,13,15
U48420,2024-07-17,79,2,184,14,26
U48420,2024-07-17,79,2,184,15,42
U48420,2024-07-17,79,2,184,16,55
U48420,2024-07-17,79,2,184,17,41
U48420,2024-07-17,79,2,184,18,63
U48420,2024-07-17,79,2,184,19,35
U48420,2024-07-17,79,2,184,20,38
U48420,2024-07-17,79,2,184,21,30
U48420,2024-07-17,79,2,184,22,44
U48420,2024-07-17,79,2,184,23,51
U48420,2024-07-17,79,3,82,0,18
U48420,2024-07-17,79,3,82,1,6
U48420,2024-07-17,79,3,82,2,43
U48420,2024-07-17,79,3,82,3,27
U48420,2024-07-17,79,3,82,4,31
U48420,2024-07-17,79,3,82,5,18
U48420,2024-07-17,79,3,82,6,10
U48420,2024-07-17,79,3,82,8,17
U48420,2024-07-17,79,3,82,11,17
U48420,2024-07-17,79,3,82,12,8
U48420,2024-07-17,79,3,82,13,15
U48420,2024-07-17,79,3,82,14,26
U48420,2024-07-17,79,3,82,15,42
U48420,2024-07-17,79,3,82,16,55
U48420,2024-07-17,79,3,82,17,41
U48420,2024-07-17,79,3,82,18,63
U48420,2024-07-17,79,3,82,19,35
U48420,2024-07-17,79,3,82,20,38
U48420,2024-07-17,79,3,82,21,30
U48420,2024-07-17,79,3,82,22,44
U48420,2024-07-17,79,3,82,23,51
U48420,2024-07-17,79,4,20,0,18
U48420,2024-07-17,79,4,20,1,6
U48420,2024-07-17,79,4,20,2,43
U48420,2024-07-17,79,4,20,3,27
U48420,2024-07-17,79,4,20,4,31
U48420,2024-07-17,79,4,20,5,18
U48420,2024-07-17,79,4,20,6,10
U48420,2024-07-17,79,4,20,8,17
U48420,2024-07-17,79,4,20,11,17
U48420,2024-07-17,79,4,20,12,8
U48420,2024-07-17,79,4,20,13,15
U48420,2024-07-17,79,4,20,14,26
U48420,2024-07-17,79,4,20,15,42
U48420,2024-07-17,79,4,20,16,55
U48420,2024-07-17,79,4,20,17,41
U48420,2024-07-17,79,4,20,18,63
U48420,2024-07-17,79,4,20,19,35
U48420,2024-07-17,79,4,20,20,38
U48420,2024-07-17,79,4,20,21,30
U48420,2024-07-17,79,4,20,22,44
U48420,2024-07-17,79,4,20,23,51
U48420,2024-07-18,83,1,349,0,18
U48420,2024-07-18,83,1,349,1,6
U48420,2024-07-18,83,1,349,2,43
U48420,2024-07-18,83,1,349,3,27
U48420,2024-07-18,83,1,349,4,31
U48420,2024-07-18,83,1,349,5,18
U48420,2024-07-18,83,1,349,6,10
U48420,2024-07-18,83,1,349,8,17
U48420,2024-07-18,83,1,349,11,17
U48420,2024-07-18,83,1,349,12,8
U48420,2024-07-18,83,1,349,13,15
U48420,2024-07-18,83,1,349,14,26
U48420,2024-07-18,83,1,349,15,42
U48420,2024-07-18,83,1,349,16,55
U48420,2024-07-18,83,1,349,17,41
U48420,2024-07-18,83,1,349,18,63
U48420,2024-07-18,83,1,349,19,35
U48420,2024-07-18,83,1,349,20,38
U48420,2024-07-18,83,1,349,21,30
U48420,2024-07-18,83,1,349,22,44
U48420,2024-07-18,83,1,349,23,51
U48420,2024-07-18,83,2,184,0,18
U48420,2024-07-18,83,2,184,1,6
U48420,2024-07-18,83,2,184,2,43
U48420,2024-07-18,83,2,184,3,27
U48420,2024-07-18,83,2,184,4,31
U48420,2024-07-18,83,2,184,5,18
U48420,2024-07-18,83,2,184,6,10
U48420,2024-07-18,83,2,184,8,17
U48420,2024-07-18,83,2,184,11,17
U48420,2024-07-18,83,2,184,12,8
U48420,2024-07-18,83,2,184,13,15
U48420,2024-07-18,83,2,184,14,26
U48420,2024-07-18,83,2,184,15,42
U48420,2024-07-18,83,2,184,16,55
U48420,2024-07-18,83,2,184,17,41
U48420,2024-07-18,83,2,184,18,63
U48420,2024-07-18,83,2,184,19,35
U48420,2024-07-18,83,2,184,20,38
U48420,2024-07-18,83,2,184,21,30
U48420,2024-07-18,83,2,184,22,44
U48420,2024-07-18,83,2,184,23,51
U48420,2024-07-18,83,3,82,0,18
U48420,2024-07-18,83,3,82,1,6
U48420,2024-07-18,83,3,82,2,43
U48420,2024-07-18,83,3,82,3,27
U48420,2024-07-18,83,3,82,4,31
U48420,2024-07-18,83,3,82,5,18
U48420,2024-07-18,83,3,82,6,10
U48420,2024-07-18,83,3,82,8,17
U48420,2024-07-18,83,3,82,11,17
U48420,2024-07-18,83,3,82,12,8
U48420,2024-07-18,83,3,82,13,15
U48420,2024-07-18,83,3,82,14,26
U48420,2024-07-18,83,3,82,15,42
U48420,2024-07-18,83,3,82,16,55
U48420,2024-07-18,83,3,82,17,41
U48420,2024-07-18,83,3,82,18,63
U48420,2024-07-18,83,3,82,19,35
U48420,2024-07-18,83,3,82,20,38
U48420,2024-07-18,83,3,82,21,30
U48420,2024-07-18,83,3,82,22,44
U48420,2024-07-18,83,3,82,23,51
U48420,2024-07-18,83,4,20,0,18
U48420,2024-07-18,83,4,20,1,6
U48420,2024-07-18,83,4,20,2,43
U48420,2024-07-18,83,4,20,3,27
U48420,2024-07-18,83,4,20,4,31
U48420,2024-07-18,83,4,20,5,18
U48420,2024-07-18,83,4,20,6,10
U48420,2024-07-18,83,4,20,8,17
U48420,2024-07-18,83,4,20,11,17
U48420,2024-07-18,83,4,20,12,8
U48420,2024-07-18,83,4,20,13,15
U48420,2024-07-18,83,4,20,14,26
U48420,2024-07-18,83,4,20,15,42
U48420,2024-07-18,83,4,20,16,55
U48420,2024-07-18,83,4,20,17,41
U48420,2024-07-18,83,4,20,18,63
U48420,2024-07-18,83,4,20,19,35
U48420,2024-07-18,83,4,20,20,38
U48420,2024-07-18,83,4,20,21,30
U48420,2024-07-18,83,4,20,22,44
U48420,2024-07-18,83,4,20,23,51
U48420,2024-07-19,82,1,349,0,18
U48420,2024-07-19,82,1,349,1,6
U48420,2024-07-19,82,1,349,2,43
U48420,2024-07-19,82,1,349,3,27
U48420,2024-07-19,82,1,349,4,31
U48420,2024-07-19,82,1,349,5,18
U48420,2024-07-19,82,1,349,6,10
U48420,2024-07-19,82,1,349,8,17
U48420,2024-07-19,82,1,349,11,17
U48420,2024-07-19,82,1,349,12,8
U48420,2024-07-19,82,1,349,13,15
U48420,2024-07-19,82,1,349,14,26
U48420,2024-07-19,82,1,349,15,42
U48420,2024-07-19,82,1,349,16,55
U48420,2024-07-19,82,1,349,17,41
U48420,2024-07-19,82,1,349,18,63
U48420,2024-07-19,82,1,349,19,35
U48420,2024-07-19,82,1,349,20,38
U48420,2024-07-19,82,1,349,21,30
U48420,2024-07-19,82,1,349,22,44
U48420,2024-07-19,82,1,349,23,51
U48420,2024-07-19,82,2,184,0,18
U48420,2024-07-19,82,2,184,1,6
U48420,2024-07-19,82,2,184,2,43
U48420,2024-07-19,82,2,184,3,27
U48420,2024-07-19,82,2,184,4,31
U48420,2024-07-19,82,2,184,5,18
U48420,2024-07-19,82,2,184,6,10
U48420,2024-07-19,82,2,184,8,17
U48420,2024-07-19,82,2,184,11,17
U48420,2024-07-19,82,2,184,12,8
U48420,2024-07-19,82,2,184,13,15
U48420,2024-07-19,82,2,184,14,26
U48420,2024-07-19,82,2,184,15,42
U48420,2024-07-19,82,2,184,16,55
U48420,2024-07-19,82,2,184,17,41
U48420,2024-07-19,82,2,184,18,63
U48420,2024-07-19,82,2,184,19,35
U48420,2024-07-19,82,2,184,20,38
U48420,2024-07-19,82,2,184,21,30
U48420,2024-07-19,82,2,184,22,44
U48420,2024-07-19,82,2,184,23,51
U48420,2024-07-19,82,3,82,0,18
U48420,2024-07-19,82,3,82,1,6
U48420,2024-07-19,82,3,82,2,43
U48420,2024-07-19,82,3,82,3,27
U48420,2024-07-19,82,3,82,4,31
U48420,2024-07-19,82,3,82,5,18
U48420,2024-07-19,82,3,82,6,10
U48420,2024-07-19,82,3,82,8,17
U48420,2024-07-19,82,3,82,11,17
U48420,2024-07-19,82,3,82,12,8
U48420,2024-07-19,82,3,82,13,15
U48420,2024-07-19,82,3,82,14,26
U48420,2024-07-19,82,3,82,15,42
U48420,2024-07-19,82,3,82,16,55
U48420,2024-07-19,82,3,82,17,41
U48420,2024-07-19,82,3,82,18,63
U48420,2024-07-19,82,3,82,19,35
U48420,2024-07-19,82,3,82,20,38
U48420,2024-07-19,82,3,82,21,30
U48420,2024-07-19,82,3,82,22,44
U48420,2024-07-19,82,3,82,23,51
U48420,2024-07-19,82,4,20,0,18
U48420,2024-07-19,82,4,20,1,6
U48420,2024-07-19,82,4,20,2,43
U48420,2024-07-19,82,4,20,3,27
U48420,2024-07-19,82,4,20,4,31
U48420,2024-07-19,82,4,20,5,18
U48420,2024-07-19,82,4,20,6,10
U48420,2024-07-19,82,4,20,8,17
U48420,2024-07-19,82,4,20,11,17
U48420,2024-07-19,82,4,20,12,8
U48420,2024-07-19,82,4,20,13,15
U48420,2024-07-19,82,4,20,14,26
U48420,2024-07-19,82,4,20,15,42
U48420,2024-07-19,82,4,20,16,55
U48420,2024-07-19,82,4,20,17,41
U48420,2024-07-19,82,4,20,18,63
U48420,2024-07-19,82,4,20,19,35
U48420,2024-07-19,82,4,20,20,38
U48420,2024-07-19,82,4,20,21,30
U48420,2024-07-19,82,4,20,22,44
U48420,2024-07-19,82,4,20,23,51
U48420,2024-07-20,36,1,349,0,18
U48420,2024-07-20,36,1,349,1,6
U48420,2024-07-20,36,1,349,2,43
U48420,2024-07-20,36,1,349,3,27
U48420,2024-07-20,36,1,349,4,31
U48420,2024-07-20,36,1,349,5,18
U48420,2024-07-20,36,1,349,6,10
U48420,2024-07-20,36,1,349,8,17
U48420,2024-07-20,36,1,349,11,17
U48420,2024-07-20,36,1,349,12,8
U48420,2024-07-20,36,1,349,13,15
U48420,2024-07-20,36,1,349,14,26
U48420,2024-07-20,36,1,349,15,42
U48420,2024-07-20,36,1,349,16,55
U48420,2024-07-20,36,1,349,17,41
U48420,2024-07-20,36,1,349,18,63
U48420,2024-07-20,36,1,349,19,35
U48420,2024-07-20,36,1,349,20,38
U48420,2024-07-20,36,1,349,21,30
U48420,2024-07-20,36,1,349,22,44
U48420,2024-07-20,36,1,349,23,51
U48420,2024-07-20,36,2,184,0,18
U48420,2024-07-20,36,2,184,1,6
U48420,2024-07-20,36,2,184,2,43
U48420,2024-07-20,36,2,184,3,27
U48420,2024-07-20,36,2,184,4,31
U48420,2024-07-20,36,2,184,5,18
U48420,2024-07-20,36,2,184,6,10
U48420,2024-07-20,36,2,184,8,17
U48420,2024-07-20,36,2,184,11,17
U48420,2024-07-20,36,2,184,12,8
U48420,2024-07-20,36,2,184,13,15
U48420,2024-07-20,36,2,184,14,26
U48420,2024-07-20,36,2,184,15,42
U48420,2024-07-20,36,2,184,16,55
U48420,2024-07-20,36,2,184,17,41
U48420,2024-07-20,36,2,184,18,63
U48420,2024-07-20,36,2,184,19,35
U48420,2024-07-20,36,2,184,20,38
U48420,2024-07-20,36,2,184,21,30
U48420,2024-07-20,36,2,184,22,44
U48420,2024-07-20,36,2,184,23,51
U48420,2024-07-20,36,3,82,0,18
U48420,2024-07-20,36,3,82,1,6
U48420,2024-07-20,36,3,82,2,43
U48420,2024-07-20,36,3,82,3,27
U48420,2024-07-20,36,3,82,4,31
U48420,2024-07-20,36,3,82,5,18
U48420,2024-07-20,36,3,82,6,10
U48420,2024-07-20,36,3,82,8,17
U48420,2024-07-20,36,3,82,11,17
U48420,2024-07-20,36,3,82,12,8
U48420,2024-07-20,36,3,82,13,15
U48420,2024-07-20,36,3,82,14,26
U48420,2024-07-20,36,3,82,15,42
U48420,2024-07-20,36,3,82,16,55
U48420,2024-07-20,36,3,82,17,41
U48420,2024-07-20,36,3,82,18,63
U48420,2024-07-20,36,3,82,19,35
U48420,2024-07-20,36,3,82,20,38
U48420,2024-07-20,36,3,82,21,30
U48420,2024-07-20,36,3,82,22,44
U48420,2024-07-20,36,3,82,23,51
U48420,2024-07-20,36,4,20,0,18
U48420,2024-07-20,36,4,20,1,6
U48420,2024-07-20,36,4,20,2,43
U48420,2024-07-20,36,4,20,3,27
U48420,2024-07-20,36,4,20,4,31
U48420,2024-07-20,36,4,20,5,18
U48420,2024-07-20,36,4,20,6,10
U48420,2024-07-20,36,4,20,8,17
U48420,2024-07-20,36,4,20,11,17
U48420,2024-07-20,36,4,20,12,8
U48420,2024-07-20,36,4,20,13,15
U48420,2024-07-20,36,4,20,14,26
U48420,2024-07-20,36,4,20,15,42
U48420,2024-07-20,36,4,20,16,55
U48420,2024-07-20,36,4,20,17,41
U48420,2024-07-20,36,4,20,18,63
U48420,2024-07-20,36,4,20,19,35
U48420,2024-07-20,36,4,20,20,38
U48420,2024-07-20,36,4,20,21,30
U48420,2024-07-20,36,4,20,22,44
U48420,2024-07-20,36,4,20,23,51
U9,2024-07-11,28,1,148,0,22
U9,2024-07-11,28,1,148,1,6
U9,2024-07-11,28,1,148,2,12
U9,2024-07-11,28,1,148,3,6
U9,2024-07-11,28,1,148,4,3
U9,2024-07-11,28,1,148,6,15
U9,2024-07-11,28,1,148,8,4
U9,2024-07-11,28,1,148,9,3
U9,2024-07-11,28,1,148,15,8
U9,2024-07-11,28,1,148,16,38
U9,2024-07-11,28,1,148,17,15
U9,2024-07-11,28,1,148,18,18
U9,2024-07-11,28,1,148,19,17
U9,2024-07-11,28,1,148,20,18
U9,2024-07-11,28,1,148,21,21
U9,2024-07-11,28,1,148,22,24
U9,2024-07-11,28,1,148,23,33
U9,2024-07-11,28,2,66,0,22
U9,2024-07-11,28,2,66,1,6
U9,2024-07-11,28,2,66,2,12
U9,2024-07-11,28,2,66,3,6
U9,2024-07-11,28,2,66,4,3
U9,2024-07-11,28,2,66,6,15
U9,2024-07-11,28,2,66,8,4
U9,2024-07-11,28,2,66,9,3
U9,2024-07-11,28,2,66,15,8
U9,2024-07-11,28,2,66,16,38
U9,2024-07-11,28,2,66,17,15
U9,2024-07-11,28,2,66,18,18
U9,2024-07-11,28,2,66,19,17
U9,2024-07-11,28,2,66,20,18
U9,2024-07-11,28,2,66,21,21
U9,2024-07-11,28,2,66,22,24
U9,2024-07-11,28,2,66,23,33
U9,2024-07-11,28,3,40,0,22
U9,2024-07-11,28,3,40,1,6
U9,2024-07-11,28,3,40,2,12
U9,2024-07-11,28,3,40,3,6
U9,2024-07-11,28,3,40,4,3
U9,2024-07-11,28,3,40,6,15
U9,2024-07-11,28,3,40,8,4
U9,2024-07-11,28,3,40,9,3
U9,2024-07-11,28,3,40,15,8
U9,2024-07-11,28,3,40,16,38
U9,2024-07-11,28,3,40,17,15
U9,2024-07-11,28,3,40,18,18
U9,2024-07-11,28,3,40,19,17
U9,2024-07-11,28,3,40,20,18
U9,2024-07-11,28,3,40,21,21
U9,2024-07-11,28,3,40,22,24
U9,2024-07-11,28,3,40,23,33
U9,2024-07-11,28,4,9,0,22
U9,2024-07-11,28,4,9,1,6
U9,2024-07-11,28,4,9,2,12
U9,2024-07-11,28,4,9,3,6
U9,2024-07-11,28,4,9,4,3
U9,2024-07-11,28,4,9,6,15
U9,2024-07-11,28,4,9,8,4
U9,2024-07-11,28,4,9,9,3
U9,2024-07-11,28,4,9,15,8
U9,2024-07-11,28,4,9,16,38
U9,2024-07-11,28,4,9,17,15
U9,2024-07-11,28,4,9,18,18
U9,2024-07-11,28,4,9,19,17
U9,2024-07-11,28,4,9,20,18
U9,2024-07-11,28,4,9,21,21
U9,2024-07-11,28,4,9,22,24
U9,2024-07-11,28,4,9,23,33
U9,2024-07-12,25,1,148,0,22
U9,2024-07-12,25,1,148,1,6
U9,2024-07-12,25,1,148,2,12
U9,2024-07-12,25,1,148,3,6
U9,2024-07-12,25,1,148,4,3
U9,2024-07-12,25,1,148,6,15
U9,2024-07-12,25,1,148,8,4
U9,2024-07-12,25,1,148,9,3
U9,2024-07-12,25,1,148,15,8
U9,2024-07-12,25,1,148,16,38
U9,2024-07-12,25,1,148,17,15
U9,2024-07-12,25,1,148,18,18
U9,2024-07-12,25,1,148,19,17
U9,2024-07-12,25,1,148,20,18
U9,2024-07-12,25,1,148,21,21
U9,2024-07-12,25,1,148,22,24
U9,2024-07-12,25,1,148,23,33
U9,2024-07-12,25,2,66,0,22
U9,2024-07-12,25,2,66,1,6
