用户ID (User ID),时间 (Time),在线频率,用户行为 (User behaviour),互动次数,小时,活跃次数
U9,2024-07-12,25,2,66,2,12
U9,2024-07-12,25,2,66,3,6
U9,2024-07-12,25,2,66,4,3
U9,2024-07-12,25,2,66,6,15
U9,2024-07-12,25,2,66,8,4
U9,2024-07-12,25,2,66,9,3
U9,2024-07-12,25,2,66,15,8
U9,2024-07-12,25,2,66,16,38
U9,2024-07-12,25,2,66,17,15
U9,2024-07-12,25,2,66,18,18
U9,2024-07-12,25,2,66,19,17
U9,2024-07-12,25,2,66,20,18
U9,2024-07-12,25,2,66,21,21
U9,2024-07-12,25,2,66,22,24
U9,2024-07-12,25,2,66,23,33
U9,2024-07-12,25,3,40,0,22
U9,2024-07-12,25,3,40,1,6
U9,2024-07-12,25,3,40,2,12
U9,2024-07-12,25,3,40,3,6
U9,2024-07-12,25,3,40,4,3
U9,2024-07-12,25,3,40,6,15
U9,2024-07-12,25,3,40,8,4
U9,2024-07-12,25,3,40,9,3
U9,2024-07-12,25,3,40,15,8
U9,2024-07-12,25,3,40,16,38
U9,2024-07-12,25,3,40,17,15
U9,2024-07-12,25,3,40,18,18
U9,2024-07-12,25,3,40,19,17
U9,2024-07-12,25,3,40,20,18
U9,2024-07-12,25,3,40,21,21
U9,2024-07-12,25,3,40,22,24
U9,2024-07-12,25,3,40,23,33
U9,2024-07-12,25,4,9,0,22
U9,2024-07-12,25,4,9,1,6
U9,2024-07-12,25,4,9,2,12
U9,2024-07-12,25,4,9,3,6
U9,2024-07-12,25,4,9,4,3
U9,2024-07-12,25,4,9,6,15
U9,2024-07-12,25,4,9,8,4
U9,2024-07-12,25,4,9,9,3
U9,2024-07-12,25,4,9,15,8
U9,2024-07-12,25,4,9,16,38
U9,2024-07-12,25,4,9,17,15
U9,2024-07-12,25,4,9,18,18
U9,2024-07-12,25,4,9,19,17
U9,2024-07-12,25,4,9,20,18
U9,2024-07-12,25,4,9,21,21
U9,2024-07-12,25,4,9,22,24
U9,2024-07-12,25,4,9,23,33
U9,2024-07-13,61,1,148,0,22
U9,2024-07-13,61,1,148,1,6
U9,2024-07-13,61,1,148,2,12
U9,2024-07-13,61,1,148,3,6
U9,2024-07-13,61,1,148,4,3
U9,2024-07-13,61,1,148,6,15
U9,2024-07-13,61,1,148,8,4
U9,2024-07-13,61,1,148,9,3
U9,2024-07-13,61,1,148,15,8
U9,2024-07-13,61,1,148,16,38
U9,2024-07-13,61,1,148,17,15
U9,2024-07-13,61,1,148,18,18
U9,2024-07-13,61,1,148,19,17
U9,2024-07-13,61,1,148,20,18
U9,2024-07-13,61,1,148,21,21
U9,2024-07-13,61,1,148,22,24
U9,2024-07-13,61,1,148,23,33
U9,2024-07-13,61,2,66,0,22
U9,2024-07-13,61,2,66,1,6
U9,2024-07-13,61,2,66,2,12
U9,2024-07-13,61,2,66,3,6
U9,2024-07-13,61,2,66,4,3
U9,2024-07-13,61,2,66,6,15
U9,2024-07-13,61,2,66,8,4
U9,2024-07-13,61,2,66,9,3
U9,2024-07-13,61,2,66,15,8
U9,2024-07-13,61,2,66,16,38
U9,2024-07-13,61,2,66,17,15
U9,2024-07-13,61,2,66,18,18
U9,2024-07-13,61,2,66,19,17
U9,2024-07-13,61,2,66,20,18
U9,2024-07-13,61,2,66,21,21
U9,2024-07-13,61,2,66,22,24
U9,2024-07-13,61,2,66,23,33
U9,2024-07-13,61,3,40,0,22
U9,2024-07-13,61,3,40,1,6
U9,2024-07-13,61,3,40,2,12
U9,2024-07-13,61,3,40,3,6
U9,2024-07-13,61,3,40,4,3
U9,2024-07-13,61,3,40,6,15
U9,2024-07-13,61,3,40,8,4
U9,2024-07-13,61,3,40,9,3
U9,2024-07-13,61,3,40,15,8
U9,2024-07-13,61,3,40,16,38
U9,2024-07-13,61,3,40,17,15
U9,2024-07-13,61,3,40,18,18
U9,2024-07-13,61,3,40,19,17
U9,2024-07-13,61,3,40,20,18
U9,2024-07-13,61,3,40,21,21
U9,2024-07-13,61,3,40,22,24
U9,2024-07-13,61,3,40,23,33
U9,2024-07-13,61,4,9,0,22
U9,2024-07-13,61,4,9,1,6
U9,2024-07-13,61,4,9,2,12
U9,2024-07-13,61,4,9,3,6
U9,2024-07-13,61,4,9,4,3
U9,2024-07-13,61,4,9,6,15
U9,2024-07-13,61,4,9,8,4
U9,2024-07-13,61,4,9,9,3
U9,2024-07-13,61,4,9,15,8
U9,2024-07-13,61,4,9,16,38
U9,2024-07-13,61,4,9,17,15
U9,2024-07-13,61,4,9,18,18
U9,2024-07-13,61,4,9,19,17
U9,2024-07-13,61,4,9,20,18
U9,2024-07-13,61,4,9,21,21
U9,2024-07-13,61,4,9,22,24
U9,2024-07-13,61,4,9,23,33
U9,2024-07-14,32,1,148,0,22
U9,2024-07-14,32,1,148,1,6
U9,2024-07-14,32,1,148,2,12
U9,2024-07-14,32,1,148,3,6
U9,2024-07-14,32,1,148,4,3
U9,2024-07-14,32,1,148,6,15
U9,2024-07-14,32,1,148,8,4
U9,2024-07-14,32,1,148,9,3
U9,2024-07-14,32,1,148,15,8
U9,2024-07-14,32,1,148,16,38
U9,2024-07-14,32,1,148,17,15
U9,2024-07-14,32,1,148,18,18
U9,2024-07-14,32,1,148,19,17
U9,2024-07-14,32,1,148,20,18
U9,2024-07-14,32,1,148,21,21
U9,2024-07-14,32,1,148,22,24
U9,2024-07-14,32,1,148,23,33
U9,2024-07-14,32,2,66,0,22
U9,2024-07-14,32,2,66,1,6
U9,2024-07-14,32,2,66,2,12
U9,2024-07-14,32,2,66,3,6
U9,2024-07-14,32,2,66,4,3
U9,2024-07-14,32,2,66,6,15
U9,2024-07-14,32,2,66,8,4
U9,2024-07-14,32,2,66,9,3
U9,2024-07-14,32,2,66,15,8
U9,2024-07-14,32,2,66,16,38
U9,2024-07-14,32,2,66,17,15
U9,2024-07-14,32,2,66,18,18
U9,2024-07-14,32,2,66,19,17
U9,2024-07-14,32,2,66,20,18
U9,2024-07-14,32,2,66,21,21
U9,2024-07-14,32,2,66,22,24
U9,2024-07-14,32,2,66,23,33
U9,2024-07-14,32,3,40,0,22
U9,2024-07-14,32,3,40,1,6
U9,2024-07-14,32,3,40,2,12
U9,2024-07-14,32,3,40,3,6
U9,2024-07-14,32,3,40,4,3
U9,2024-07-14,32,3,40,6,15
U9,2024-07-14,32,3,40,8,4
U9,2024-07-14,32,3,40,9,3
U9,2024-07-14,32,3,40,15,8
U9,2024-07-14,32,3,40,16,38
U9,2024-07-14,32,3,40,17,15
U9,2024-07-14,32,3,40,18,18
U9,2024-07-14,32,3,40,19,17
U9,2024-07-14,32,3,40,20,18
U9,2024-07-14,32,3,40,21,21
U9,2024-07-14,32,3,40,22,24
U9,2024-07-14,32,3,40,23,33
U9,2024-07-14,32,4,9,0,22
U9,2024-07-14,32,4,9,1,6
U9,2024-07-14,32,4,9,2,12
U9,2024-07-14,32,4,9,3,6
U9,2024-07-14,32,4,9,4,3
U9,2024-07-14,32,4,9,6,15
U9,2024-07-14,32,4,9,8,4
U9,2024-07-14,32,4,9,9,3
U9,2024-07-14,32,4,9,15,8
U9,2024-07-14,32,4,9,16,38
U9,2024-07-14,32,4,9,17,15
U9,2024-07-14,32,4,9,18,18
U9,2024-07-14,32,4,9,19,17
U9,2024-07-14,32,4,9,20,18
U9,2024-07-14,32,4,9,21,21
U9,2024-07-14,32,4,9,22,24
U9,2024-07-14,32,4,9,23,33
U9,2024-07-15,19,1,148,0,22
U9,2024-07-15,19,1,148,1,6
U9,2024-07-15,19,1,148,2,12
U9,2024-07-15,19,1,148,3,6
U9,2024-07-15,19,1,148,4,3
U9,2024-07-15,19,1,148,6,15
U9,2024-07-15,19,1,148,8,4
U9,2024-07-15,19,1,148,9,3
U9,2024-07-15,19,1,148,15,8
U9,2024-07-15,19,1,148,16,38
U9,2024-07-15,19,1,148,17,15
U9,2024-07-15,19,1,148,18,18
U9,2024-07-15,19,1,148,19,17
U9,2024-07-15,19,1,148,20,18
U9,2024-07-15,19,1,148,21,21
U9,2024-07-15,19,1,148,22,24
U9,2024-07-15,19,1,148,23,33
U9,2024-07-15,19,2,66,0,22
U9,2024-07-15,19,2,66,1,6
U9,2024-07-15,19,2,66,2,12
U9,2024-07-15,19,2,66,3,6
U9,2024-07-15,19,2,66,4,3
U9,2024-07-15,19,2,66,6,15
U9,2024-07-15,19,2,66,8,4
U9,2024-07-15,19,2,66,9,3
U9,2024-07-15,19,2,66,15,8
U9,2024-07-15,19,2,66,16,38
U9,2024-07-15,19,2,66,17,15
U9,2024-07-15,19,2,66,18,18
U9,2024-07-15,19,2,66,19,17
U9,2024-07-15,19,2,66,20,18
U9,2024-07-15,19,2,66,21,21
U9,2024-07-15,19,2,66,22,24
U9,2024-07-15,19,2,66,23,33
U9,2024-07-15,19,3,40,0,22
U9,2024-07-15,19,3,40,1,6
U9,2024-07-15,19,3,40,2,12
U9,2024-07-15,19,3,40,3,6
U9,2024-07-15,19,3,40,4,3
U9,2024-07-15,19,3,40,6,15
U9,2024-07-15,19,3,40,8,4
U9,2024-07-15,19,3,40,9,3
U9,2024-07-15,19,3,40,15,8
U9,2024-07-15,19,3,40,16,38
U9,2024-07-15,19,3,40,17,15
U9,2024-07-15,19,3,40,18,18
U9,2024-07-15,19,3,40,19,17
U9,2024-07-15,19,3,40,20,18
U9,2024-07-15,19,3,40,21,21
U9,2024-07-15,19,3,40,22,24
U9,2024-07-15,19,3,40,23,33
U9,2024-07-15,19,4,9,0,22
U9,2024-07-15,19,4,9,1,6
U9,2024-07-15,19,4,9,2,12
U9,2024-07-15,19,4,9,3,6
U9,2024-07-15,19,4,9,4,3
U9,2024-07-15,19,4,9,6,15
U9,2024-07-15,19,4,9,8,4
U9,2024-07-15,19,4,9,9,3
U9,2024-07-15,19,4,9,15,8
U9,2024-07-15,19,4,9,16,38
U9,2024-07-15,19,4,9,17,15
U9,2024-07-15,19,4,9,18,18
U9,2024-07-15,19,4,9,19,17
U9,2024-07-15,19,4,9,20,18
U9,2024-07-15,19,4,9,21,21
U9,2024-07-15,19,4,9,22,24
U9,2024-07-15,19,4,9,23,33
U9,2024-07-16,20,1,148,0,22
U9,2024-07-16,20,1,148,1,6
U9,2024-07-16,20,1,148,2,12
U9,2024-07-16,20,1,148,3,6
U9,2024-07-16,20,1,148,4,3
U9,2024-07-16,20,1,148,6,15
U9,2024-07-16,20,1,148,8,4
U9,2024-07-16,20,1,148,9,3
U9,2024-07-16,20,1,148,15,8
U9,2024-07-16,20,1,148,16,38
U9,2024-07-16,20,1,148,17,15
U9,2024-07-16,20,1,148,18,18
U9,2024-07-16,20,1,148,19,17
U9,2024-07-16,20,1,148,20,18
U9,2024-07-16,20,1,148,21,21
U9,2024-07-16,20,1,148,22,24
U9,2024-07-16,20,1,148,23,33
U9,2024-07-16,20,2,66,0,22
U9,2024-07-16,20,2,66,1,6
U9,2024-07-16,20,2,66,2,12
U9,2024-07-16,20,2,66,3,6
U9,2024-07-16,20,2,66,4,3
U9,2024-07-16,20,2,66,6,15
U9,2024-07-16,20,2,66,8,4
U9,2024-07-16,20,2,66,9,3
U9,2024-07-16,20,2,66,15,8
U9,2024-07-16,20,2,66,16,38
U9,2024-07-16,20,2,66,17,15
U9,2024-07-16,20,2,66,18,18
U9,2024-07-16,20,2,66,19,17
U9,2024-07-16,20,2,66,20,18
U9,2024-07-16,20,2,66,21,21
U9,2024-07-16,20,2,66,22,24
U9,2024-07-16,20,2,66,23,33
U9,2024-07-16,20,3,40,0,22
U9,2024-07-16,20,3,40,1,6
U9,2024-07-16,20,3,40,2,12
U9,2024-07-16,20,3,40,3,6
U9,2024-07-16,20,3,40,4,3
U9,2024-07-16,20,3,40,6,15
U9,2024-07-16,20,3,40,8,4
U9,2024-07-16,20,3,40,9,3
U9,2024-07-16,20,3,40,15,8
U9,2024-07-16,20,3,40,16,38
U9,2024-07-16,20,3,40,17,15
U9,2024-07-16,20,3,40,18,18
U9,2024-07-16,20,3,40,19,17
U9,2024-07-16,20,3,40,20,18
U9,2024-07-16,20,3,40,21,21
U9,2024-07-16,20,3,40,22,24
U9,2024-07-16,20,3,40,23,33
U9,2024-07-16,20,4,9,0,22
U9,2024-07-16,20,4,9,1,6
U9,2024-07-16,20,4,9,2,12
U9,2024-07-16,20,4,9,3,6
U9,2024-07-16,20,4,9,4,3
U9,2024-07-16,20,4,9,6,15
U9,2024-07-16,20,4,9,8,4
U9,2024-07-16,20,4,9,9,3
U9,2024-07-16,20,4,9,15,8
U9,2024-07-16,20,4,9,16,38
U9,2024-07-16,20,4,9,17,15
U9,2024-07-16,20,4,9,18,18
U9,2024-07-16,20,4,9,19,17
U9,2024-07-16,20,4,9,20,18
U9,2024-07-16,20,4,9,21,21
U9,2024-07-16,20,4,9,22,24
U9,2024-07-16,20,4,9,23,33
U9,2024-07-17,12,1,148,0,22
U9,2024-07-17,12,1,148,1,6
U9,2024-07-17,12,1,148,2,12
U9,2024-07-17,12,1,148,3,6
U9,2024-07-17,12,1,148,4,3
U9,2024-07-17,12,1,148,6,15
U9,2024-07-17,12,1,148,8,4
U9,2024-07-17,12,1,148,9,3
U9,2024-07-17,12,1,148,15,8
U9,2024-07-17,12,1,148,16,38
U9,2024-07-17,12,1,148,17,15
U9,2024-07-17,12,1,148,18,18
U9,2024-07-17,12,1,148,19,17
U9,2024-07-17,12,1,148,20,18
U9,2024-07-17,12,1,148,21,21
U9,2024-07-17,12,1,148,22,24
U9,2024-07-17,12,1,148,23,33
U9,2024-07-17,12,2,66,0,22
U9,2024-07-17,12,2,66,1,6
U9,2024-07-17,12,2,66,2,12
U9,2024-07-17,12,2,66,3,6
U9,2024-07-17,12,2,66,4,3
U9,2024-07-17,12,2,66,6,15
U9,2024-07-17,12,2,66,8,4
U9,2024-07-17,12,2,66,9,3
U9,2024-07-17,12,2,66,15,8
U9,2024-07-17,12,2,66,16,38
U9,2024-07-17,12,2,66,17,15
U9,2024-07-17,12,2,66,18,18
U9,2024-07-17,12,2,66,19,17
U9,2024-07-17,12,2,66,20,18
U9,2024-07-17,12,2,66,21,21
U9,2024-07-17,12,2,66,22,24
U9,2024-07-17,12,2,66,23,33
U9,2024-07-17,12,3,40,0,22
U9,2024-07-17,12,3,40,1,6
U9,2024-07-17,12,3,40,2,12
U9,2024-07-17,12,3,40,3,6
U9,2024-07-17,12,3,40,4,3
U9,2024-07-17,12,3,40,6,15
U9,2024-07-17,12,3,40,8,4
U9,2024-07-17,12,3,40,9,3
U9,2024-07-17,12,3,40,15,8
U9,2024-07-17,12,3,40,16,38
U9,2024-07-17,12,3,40,17,15
U9,2024-07-17,12,3,40,18,18
U9,2024-07-17,12,3,40,19,17
U9,2024-07-17,12,3,40,20,18
U9,2024-07-17,12,3,40,21,21
U9,2024-07-17,12,3,40,22,24
U9,2024-07-17,12,3,40,23,33
U9,2024-07-17,12,4,9,0,22
U9,2024-07-17,12,4,9,1,6
U9,2024-07-17,12,4,9,2,12
U9,2024-07-17,12,4,9,3,6
U9,2024-07-17,12,4,9,4,3
U9,2024-07-17,12,4,9,6,15
U9,2024-07-17,12,4,9,8,4
U9,2024-07-17,12,4,9,9,3
U9,2024-07-17,12,4,9,15,8
U9,2024-07-17,12,4,9,16,38
U9,2024-07-17,12,4,9,17,15
U9,2024-07-17,12,4,9,18,18
U9,2024-07-17,12,4,9,19,17
U9,2024-07-17,12,4,9,20,18
U9,2024-07-17,12,4,9,21,21
U9,2024-07-17,12,4,9,22,24
U9,2024-07-17,12,4,9,23,33
U9,2024-07-18,30,1,148,0,22
U9,2024-07-18,30,1,148,1,6
U9,2024-07-18,30,1,148,2,12
U9,2024-07-18,30,1,148,3,6
U9,2024-07-18,30,1,148,4,3
U9,2024-07-18,30,1,148,6,15
U9,2024-07-18,30,1,148,8,4
U9,2024-07-18,30,1,148,9,3
U9,2024-07-18,30,1,148,15,8
U9,2024-07-18,30,1,148,16,38
U9,2024-07-18,30,1,148,17,15
U9,2024-07-18,30,1,148,18,18
U9,2024-07-18,30,1,148,19,17
U9,2024-07-18,30,1,148,20,18
U9,2024-07-18,30,1,148,21,21
U9,2024-07-18,30,1,148,22,24
U9,2024-07-18,30,1,148,23,33
U9,2024-07-18,30,2,66,0,22
U9,2024-07-18,30,2,66,1,6
U9,2024-07-18,30,2,66,2,12
U9,2024-07-18,30,2,66,3,6
U9,2024-07-18,30,2,66,4,3
U9,2024-07-18,30,2,66,6,15
U9,2024-07-18,30,2,66,8,4
U9,2024-07-18,30,2,66,9,3
U9,2024-07-18,30,2,66,15,8
U9,2024-07-18,30,2,66,16,38
U9,2024-07-18,30,2,66,17,15
U9,2024-07-18,30,2,66,18,18
U9,2024-07-18,30,2,66,19,17
U9,2024-07-18,30,2,66,20,18
U9,2024-07-18,30,2,66,21,21
U9,2024-07-18,30,2,66,22,24
U9,2024-07-18,30,2,66,23,33
U9,2024-07-18,30,3,40,0,22
U9,2024-07-18,30,3,40,1,6
U9,2024-07-18,30,3,40,2,12
U9,2024-07-18,30,3,40,3,6
U9,2024-07-18,30,3,40,4,3
U9,2024-07-18,30,3,40,6,15
U9,2024-07-18,30,3,40,8,4
U9,2024-07-18,30,3,40,9,3
U9,2024-07-18,30,3,40,15,8
U9,2024-07-18,30,3,40,16,38
U9,2024-07-18,30,3,40,17,15
U9,2024-07-18,30,3,40,18,18
U9,2024-07-18,30,3,40,19,17
U9,2024-07-18,30,3,40,20,18
U9,2024-07-18,30,3,40,21,21
U9,2024-07-18,30,3,40,22,24
U9,2024-07-18,30,3,40,23,33
U9,2024-07-18,30,4,9,0,22
U9,2024-07-18,30,4,9,1,6
U9,2024-07-18,30,4,9,2,12
U9,2024-07-18,30,4,9,3,6
U9,2024-07-18,30,4,9,4,3
U9,2024-07-18,30,4,9,6,15
U9,2024-07-18,30,4,9,8,4
U9,2024-07-18,30,4,9,9,3
U9,2024-07-18,30,4,9,15,8
U9,2024-07-18,30,4,9,16,38
U9,2024-07-18,30,4,9,17,15
U9,2024-07-18,30,4,9,18,18
U9,2024-07-18,30,4,9,19,17
U9,2024-07-18,30,4,9,20,18
U9,2024-07-18,30,4,9,21,21
U9,2024-07-18,30,4,9,22,24
U9,2024-07-18,30,4,9,23,33
U9,2024-07-19,3,1,148,0,22
U9,2024-07-19,3,1,148,1,6
U9,2024-07-19,3,1,148,2,12
U9,2024-07-19,3,1,148,3,6
U9,2024-07-19,3,1,148,4,3
U9,2024-07-19,3,1,148,6,15
U9,2024-07-19,3,1,148,8,4
U9,2024-07-19,3,1,148,9,3
U9,2024-07-19,3,1,148,15,8
U9,2024-07-19,3,1,148,16,38
U9,2024-07-19,3,1,148,17,15
U9,2024-07-19,3,1,148,18,18
U9,2024-07-19,3,1,148,19,17
U9,2024-07-19,3,1,148,20,18
U9,2024-07-19,3,1,148,21,21
U9,2024-07-19,3,1,148,22,24
U9,2024-07-19,3,1,148,23,33
U9,2024-07-19,3,2,66,0,22
U9,2024-07-19,3,2,66,1,6
U9,2024-07-19,3,2,66,2,12
U9,2024-07-19,3,2,66,3,6
U9,2024-07-19,3,2,66,4,3
U9,2024-07-19,3,2,66,6,15
U9,2024-07-19,3,2,66,8,4
U9,2024-07-19,3,2,66,9,3
U9,2024-07-19,3,2,66,15,8
U9,2024-07-19,3,2,66,16,38
U9,2024-07-19,3,2,66,17,15
U9,2024-07-19,3,2,66,18,18
U9,2024-07-19,3,2,66,19,17
U9,2024-07-19,3,2,66,20,18
U9,2024-07-19,3,2,66,21,21
U9,2024-07-19,3,2,66,22,24
U9,2024-07-19,3,2,66,23,33
U9,2024-07-19,3,3,40,0,22
U9,2024-07-19,3,3,40,1,6
U9,2024-07-19,3,3,40,2,12
U9,2024-07-19,3,3,40,3,6
U9,2024-07-19,3,3,40,4,3
U9,2024-07-19,3,3,40,6,15
U9,2024-07-19,3,3,40,8,4
U9,2024-07-19,3,3,40,9,3
U9,2024-07-19,3,3,40,15,8
U9,2024-07-19,3,3,40,16,38
U9,2024-07-19,3,3,40,17,15
U9,2024-07-19,3,3,40,18,18
U9,2024-07-19,3,3,40,19,17
U9,2024-07-19,3,3,40,20,18
U9,2024-07-19,3,3,40,21,21
U9,2024-07-19,3,3,40,22,24
U9,2024-07-19,3,3,40,23,33
U9,2024-07-19,3,4,9,0,22
U9,2024-07-19,3,4,9,1,6
U9,2024-07-19,3,4,9,2,12
U9,2024-07-19,3,4,9,3,6
U9,2024-07-19,3,4,9,4,3
U9,2024-07-19,3,4,9,6,15
U9,2024-07-19,3,4,9,8,4
U9,2024-07-19,3,4,9,9,3
U9,2024-07-19,3,4,9,15,8
U9,2024-07-19,3,4,9,16,38
U9,2024-07-19,3,4,9,17,15
U9,2024-07-19,3,4,9,18,18
U9,2024-07-19,3,4,9,19,17
U9,2024-07-19,3,4,9,20,18
U9,2024-07-19,3,4,9,21,21
U9,2024-07-19,3,4,9,22,24
U9,2024-07-19,3,4,9,23,33
U9,2024-07-20,33,1,148,0,22
U9,2024-07-20,33,1,148,1,6
U9,2024-07-20,33,1,148,2,12
U9,2024-07-20,33,1,148,3,6
U9,2024-07-20,33,1,148,4,3
U9,2024-07-20,33,1,148,6,15
U9,2024-07-20,33,1,148,8,4
U9,2024-07-20,33,1,148,9,3
U9,2024-07-20,33,1,148,15,8
U9,2024-07-20,33,1,148,16,38
U9,2024-07-20,33,1,148,17,15
U9,2024-07-20,33,1,148,18,18
U9,2024-07-20,33,1,148,19,17
U9,2024-07-20,33,1,148,20,18
U9,2024-07-20,33,1,148,21,21
U9,2024-07-20,33,1,148,22,24
U9,2024-07-20,33,1,148,23,33
U9,2024-07-20,33,2,66,0,22
U9,2024-07-20,33,2,66,1,6
U9,2024-07-20,33,2,66,2,12
U9,2024-07-20,33,2,66,3,6
U9,2024-07-20,33,2,66,4,3
U9,2024-07-20,33,2,66,6,15
U9,2024-07-20,33,2,66,8,4
U9,2024-07-20,33,2,66,9,3
U9,2024-07-20,33,2,66,15,8
U9,2024-07-20,33,2,66,16,38
U9,2024-07-20,33,2,66,17,15
U9,2024-07-20,33,2,66,18,18
U9,2024-07-20,33,2,66,19,17
U9,2024-07-20,33,2,66,20,18
U9,2024-07-20,33,2,66,21,21
U9,2024-07-20,33,2,66,22,24
U9,2024-07-20,33,2,66,23,33
U9,2024-07-20,33,3,40,0,22
U9,2024-07-20,33,3,40,1,6
U9,2024-07-20,33,3,40,2,12
U9,2024-07-20,33,3,40,3,6
U9,2024-07-20,33,3,40,4,3
U9,2024-07-20,33,3,40,6,15
U9,2024-07-20,33,3,40,8,4
U9,2024-07-20,33,3,40,9,3
U9,2024-07-20,33,3,40,15,8
U9,2024-07-20,33,3,40,16,38
U9,2024-07-20,33,3,40,17,15
U9,2024-07-20,33,3,40,18,18
U9,2024-07-20,33,3,40,19,17
U9,2024-07-20,33,3,40,20,18
U9,2024-07-20,33,3,40,21,21
U9,2024-07-20,33,3,40,22,24
U9,2024-07-20,33,3,40,23,33
U9,2024-07-20,33,4,9,0,22
U9,2024-07-20,33,4,9,1,6
U9,2024-07-20,33,4,9,2,12
U9,2024-07-20,33,4,9,3,6
U9,2024-07-20,33,4,9,4,3
U9,2024-07-20,33,4,9,6,15
U9,2024-07-20,33,4,9,8,4
U9,2024-07-20,33,4,9,9,3
U9,2024-07-20,33,4,9,15,8
U9,2024-07-20,33,4,9,16,38
U9,2024-07-20,33,4,9,17,15
U9,2024-07-20,33,4,9,18,18
U9,2024-07-20,33,4,9,19,17
U9,2024-07-20,33,4,9,20,18
U9,2024-07-20,33,4,9,21,21
U9,2024-07-20,33,4,9,22,24
U9,2024-07-20,33,4,9,23,33
